Territorial_Authority,Anzsoc_Division,Total_Victimisations,Price,Total_Population,School_Type,School_Count
Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Composite,9
Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Composite (Year 1-10),1
Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Contributing,14
Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Full Primary,20
Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Intermediate,2
Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Secondary (Year 7-15),1
Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Secondary (Year 9-15),4
Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Teen Parent Unit,1
Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Activity Centre,1
Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Composite,9
Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Composite (Year 1-10),1
Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Contributing,14
Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Full Primary,20
Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Intermediate,2
Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Secondary (Year 7-15),1
Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Secondary (Year 9-15),4
Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Teen Parent Unit,1
Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Activity Centre,1
Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Composite,9
Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Composite (Year 1-10),1
Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Contributing,14
Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Full Primary,20
Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Intermediate,2
Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Secondary (Year 7-15),1
Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Secondary (Year 9-15),4
Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Teen Parent Unit,1
Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Activity Centre,1
Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Composite,9
Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Composite (Year 1-10),1
Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Contributing,14
Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Full Primary,20
Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Intermediate,2
Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Secondary (Year 7-15),1
Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Secondary (Year 9-15),4
Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Teen Parent Unit,1
Gisborne District,Theft and Related Offences,938,589585,52100,Activity Centre,1
Gisborne District,Theft and Related Offences,938,589585,52100,Composite,9
Gisborne District,Theft and Related Offences,938,589585,52100,Composite (Year 1-10),1
Gisborne District,Theft and Related Offences,938,589585,52100,Contributing,14
Gisborne District,Theft and Related Offences,938,589585,52100,Full Primary,20
Gisborne District,Theft and Related Offences,938,589585,52100,Intermediate,2
Gisborne District,Theft and Related Offences,938,589585,52100,Secondary (Year 7-15),1
Gisborne District,Theft and Related Offences,938,589585,52100,Secondary (Year 9-15),4
Gisborne District,Theft and Related Offences,938,589585,52100,Teen Parent Unit,1
Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Activity Centre,1
Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Composite,9
Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Composite (Year 1-10),1
Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Contributing,14
Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Full Primary,20
Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Intermediate,2
Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Secondary (Year 7-15),1
Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Secondary (Year 9-15),4
Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Teen Parent Unit,1
Gore District,Acts Intended to Cause Injury,81,395015,13000,Contributing,6
Gore District,Acts Intended to Cause Injury,81,395015,13000,Full Primary,3
Gore District,Acts Intended to Cause Injury,81,395015,13000,Intermediate,1
Gore District,Acts Intended to Cause Injury,81,395015,13000,Secondary (Year 7-15),1
Gore District,Acts Intended to Cause Injury,81,395015,13000,Secondary (Year 9-15),1
Gore District,"Robbery, Extortion and Related Offences",2,395015,13000,Contributing,6
Gore District,"Robbery, Extortion and Related Offences",2,395015,13000,Full Primary,3
Gore District,"Robbery, Extortion and Related Offences",2,395015,13000,Intermediate,1
Gore District,"Robbery, Extortion and Related Offences",2,395015,13000,Secondary (Year 7-15),1
Gore District,"Robbery, Extortion and Related Offences",2,395015,13000,Secondary (Year 9-15),1
Gore District,Sexual Assault and Related Offences,14,395015,13000,Contributing,6
Gore District,Sexual Assault and Related Offences,14,395015,13000,Full Primary,3
Gore District,Sexual Assault and Related Offences,14,395015,13000,Intermediate,1
Gore District,Sexual Assault and Related Offences,14,395015,13000,Secondary (Year 7-15),1
Gore District,Sexual Assault and Related Offences,14,395015,13000,Secondary (Year 9-15),1
Gore District,Theft and Related Offences,110,395015,13000,Contributing,6
Gore District,Theft and Related Offences,110,395015,13000,Full Primary,3
Gore District,Theft and Related Offences,110,395015,13000,Intermediate,1
Gore District,Theft and Related Offences,110,395015,13000,Secondary (Year 7-15),1
Gore District,Theft and Related Offences,110,395015,13000,Secondary (Year 9-15),1
Gore District,"Unlawful Entry With Intent/Burglary, Break and Enter",72,395015,13000,Contributing,6
Gore District,"Unlawful Entry With Intent/Burglary, Break and Enter",72,395015,13000,Full Primary,3
Gore District,"Unlawful Entry With Intent/Burglary, Break and Enter",72,395015,13000,Intermediate,1
Gore District,"Unlawful Entry With Intent/Burglary, Break and Enter",72,395015,13000,Secondary (Year 7-15),1
Gore District,"Unlawful Entry With Intent/Burglary, Break and Enter",72,395015,13000,Secondary (Year 9-15),1
Grey District,Acts Intended to Cause Injury,108,361677,14200,Composite,1
Grey District,Acts Intended to Cause Injury,108,361677,14200,Full Primary,11
Grey District,Acts Intended to Cause Injury,108,361677,14200,Secondary (Year 9-15),2
Grey District,"Robbery, Extortion and Related Offences",3,361677,14200,Composite,1
Grey District,"Robbery, Extortion and Related Offences",3,361677,14200,Full Primary,11
Grey District,"Robbery, Extortion and Related Offences",3,361677,14200,Secondary (Year 9-15),2
Grey District,Sexual Assault and Related Offences,33,361677,14200,Composite,1
Grey District,Sexual Assault and Related Offences,33,361677,14200,Full Primary,11
Grey District,Sexual Assault and Related Offences,33,361677,14200,Secondary (Year 9-15),2
Grey District,Theft and Related Offences,166,361677,14200,Composite,1
Grey District,Theft and Related Offences,166,361677,14200,Full Primary,11
Grey District,Theft and Related Offences,166,361677,14200,Secondary (Year 9-15),2
Grey District,"Unlawful Entry With Intent/Burglary, Break and Enter",65,361677,14200,Composite,1
Grey District,"Unlawful Entry With Intent/Burglary, Break and Enter",65,361677,14200,Full Primary,11
Grey District,"Unlawful Entry With Intent/Burglary, Break and Enter",65,361677,14200,Secondary (Year 9-15),2
Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Composite,3
Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Contributing,22
Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Full Primary,12
Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Intermediate,4
Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Restricted Composite (Year 7-10),2
Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Secondary (Year 11-15),1
Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Secondary (Year 7-10),1
Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Secondary (Year 7-15),2
Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Secondary (Year 9-15),12
Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Special School,2
Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Teen Parent Unit,1
Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Composite,3
Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Contributing,22
Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Full Primary,12
Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Intermediate,4
Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Restricted Composite (Year 7-10),2
Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Secondary (Year 11-15),1
Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Secondary (Year 7-10),1
Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Secondary (Year 7-15),2
Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Secondary (Year 9-15),12
Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Special School,2
Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Teen Parent Unit,1
Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Composite,3
Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Contributing,22
Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Full Primary,12
Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Intermediate,4
Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Restricted Composite (Year 7-10),2
Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Secondary (Year 11-15),1
Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Secondary (Year 7-10),1
Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Secondary (Year 7-15),2
Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Secondary (Year 9-15),12
Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Special School,2
Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Teen Parent Unit,1
Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Composite,3
Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Contributing,22
Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Full Primary,12
Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Intermediate,4
Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Restricted Composite (Year 7-10),2
Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Secondary (Year 11-15),1
Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Secondary (Year 7-10),1
Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Secondary (Year 7-15),2
Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Secondary (Year 9-15),12
Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Special School,2
Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Teen Parent Unit,1
Hamilton City,Theft and Related Offences,6942,800437,179900,Composite,3
Hamilton City,Theft and Related Offences,6942,800437,179900,Contributing,22
Hamilton City,Theft and Related Offences,6942,800437,179900,Full Primary,12
Hamilton City,Theft and Related Offences,6942,800437,179900,Intermediate,4
Hamilton City,Theft and Related Offences,6942,800437,179900,Restricted Composite (Year 7-10),2
Hamilton City,Theft and Related Offences,6942,800437,179900,Secondary (Year 11-15),1
Hamilton City,Theft and Related Offences,6942,800437,179900,Secondary (Year 7-10),1
Hamilton City,Theft and Related Offences,6942,800437,179900,Secondary (Year 7-15),2
Hamilton City,Theft and Related Offences,6942,800437,179900,Secondary (Year 9-15),12
Hamilton City,Theft and Related Offences,6942,800437,179900,Special School,2
Hamilton City,Theft and Related Offences,6942,800437,179900,Teen Parent Unit,1
Hamilton City,"Unlawful Entry With Intent/Burglary, Break and Enter",1982,800437,179900,Composite,3
Hamilton City,"Unlawful Entry With Intent/Burglary, Break and Enter",1982,800437,179900,Contributing,22
