X,Territorial_Authority,Anzsoc_Division,Total_Victimisations,Price,Total_Population,School_Type,School_Count
61,Far North District,Theft and Related Offences,1436,700402,73800,Full Primary,31
61,Far North District,Theft and Related Offences,1436,700402,73800,Intermediate,2
61,Far North District,Theft and Related Offences,1436,700402,73800,Secondary (Year 7-15),3
61,Far North District,Theft and Related Offences,1436,700402,73800,Secondary (Year 9-15),3
61,Far North District,Theft and Related Offences,1436,700402,73800,Teen Parent Unit,1
62,Far North District,"Unlawful Entry With Intent/Burglary, Break and Enter",779,700402,73800,Composite,15
62,Far North District,"Unlawful Entry With Intent/Burglary, Break and Enter",779,700402,73800,Composite (Year 1-10),1
62,Far North District,"Unlawful Entry With Intent/Burglary, Break and Enter",779,700402,73800,Contributing,17
62,Far North District,"Unlawful Entry With Intent/Burglary, Break and Enter",779,700402,73800,Full Primary,31
62,Far North District,"Unlawful Entry With Intent/Burglary, Break and Enter",779,700402,73800,Intermediate,2
62,Far North District,"Unlawful Entry With Intent/Burglary, Break and Enter",779,700402,73800,Secondary (Year 7-15),3
62,Far North District,"Unlawful Entry With Intent/Burglary, Break and Enter",779,700402,73800,Secondary (Year 9-15),3
62,Far North District,"Unlawful Entry With Intent/Burglary, Break and Enter",779,700402,73800,Teen Parent Unit,1
63,Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Activity Centre,1
63,Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Composite,9
63,Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Composite (Year 1-10),1
63,Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Contributing,14
63,Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Full Primary,20
63,Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Intermediate,2
63,Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Secondary (Year 7-15),1
63,Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Secondary (Year 9-15),4
63,Gisborne District,"Abduction, Harassment and Other Related Offences Against a Person",5,589585,52100,Teen Parent Unit,1
64,Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Activity Centre,1
64,Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Composite,9
64,Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Composite (Year 1-10),1
64,Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Contributing,14
64,Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Full Primary,20
64,Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Intermediate,2
64,Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Secondary (Year 7-15),1
64,Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Secondary (Year 9-15),4
64,Gisborne District,Acts Intended to Cause Injury,691,589585,52100,Teen Parent Unit,1
65,Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Activity Centre,1
65,Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Composite,9
65,Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Composite (Year 1-10),1
65,Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Contributing,14
65,Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Full Primary,20
65,Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Intermediate,2
65,Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Secondary (Year 7-15),1
65,Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Secondary (Year 9-15),4
65,Gisborne District,"Robbery, Extortion and Related Offences",33,589585,52100,Teen Parent Unit,1
66,Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Activity Centre,1
66,Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Composite,9
66,Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Composite (Year 1-10),1
66,Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Contributing,14
66,Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Full Primary,20
66,Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Intermediate,2
66,Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Secondary (Year 7-15),1
66,Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Secondary (Year 9-15),4
66,Gisborne District,Sexual Assault and Related Offences,50,589585,52100,Teen Parent Unit,1
67,Gisborne District,Theft and Related Offences,938,589585,52100,Activity Centre,1
67,Gisborne District,Theft and Related Offences,938,589585,52100,Composite,9
67,Gisborne District,Theft and Related Offences,938,589585,52100,Composite (Year 1-10),1
67,Gisborne District,Theft and Related Offences,938,589585,52100,Contributing,14
67,Gisborne District,Theft and Related Offences,938,589585,52100,Full Primary,20
67,Gisborne District,Theft and Related Offences,938,589585,52100,Intermediate,2
67,Gisborne District,Theft and Related Offences,938,589585,52100,Secondary (Year 7-15),1
67,Gisborne District,Theft and Related Offences,938,589585,52100,Secondary (Year 9-15),4
67,Gisborne District,Theft and Related Offences,938,589585,52100,Teen Parent Unit,1
68,Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Activity Centre,1
68,Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Composite,9
68,Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Composite (Year 1-10),1
68,Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Contributing,14
68,Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Full Primary,20
68,Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Intermediate,2
68,Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Secondary (Year 7-15),1
68,Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Secondary (Year 9-15),4
68,Gisborne District,"Unlawful Entry With Intent/Burglary, Break and Enter",477,589585,52100,Teen Parent Unit,1
69,Gore District,Acts Intended to Cause Injury,81,395015,13000,Contributing,6
69,Gore District,Acts Intended to Cause Injury,81,395015,13000,Full Primary,3
69,Gore District,Acts Intended to Cause Injury,81,395015,13000,Intermediate,1
69,Gore District,Acts Intended to Cause Injury,81,395015,13000,Secondary (Year 7-15),1
69,Gore District,Acts Intended to Cause Injury,81,395015,13000,Secondary (Year 9-15),1
70,Gore District,"Robbery, Extortion and Related Offences",2,395015,13000,Contributing,6
70,Gore District,"Robbery, Extortion and Related Offences",2,395015,13000,Full Primary,3
70,Gore District,"Robbery, Extortion and Related Offences",2,395015,13000,Intermediate,1
70,Gore District,"Robbery, Extortion and Related Offences",2,395015,13000,Secondary (Year 7-15),1
70,Gore District,"Robbery, Extortion and Related Offences",2,395015,13000,Secondary (Year 9-15),1
71,Gore District,Sexual Assault and Related Offences,14,395015,13000,Contributing,6
71,Gore District,Sexual Assault and Related Offences,14,395015,13000,Full Primary,3
71,Gore District,Sexual Assault and Related Offences,14,395015,13000,Intermediate,1
71,Gore District,Sexual Assault and Related Offences,14,395015,13000,Secondary (Year 7-15),1
71,Gore District,Sexual Assault and Related Offences,14,395015,13000,Secondary (Year 9-15),1
72,Gore District,Theft and Related Offences,110,395015,13000,Contributing,6
72,Gore District,Theft and Related Offences,110,395015,13000,Full Primary,3
72,Gore District,Theft and Related Offences,110,395015,13000,Intermediate,1
72,Gore District,Theft and Related Offences,110,395015,13000,Secondary (Year 7-15),1
72,Gore District,Theft and Related Offences,110,395015,13000,Secondary (Year 9-15),1
73,Gore District,"Unlawful Entry With Intent/Burglary, Break and Enter",72,395015,13000,Contributing,6
73,Gore District,"Unlawful Entry With Intent/Burglary, Break and Enter",72,395015,13000,Full Primary,3
73,Gore District,"Unlawful Entry With Intent/Burglary, Break and Enter",72,395015,13000,Intermediate,1
73,Gore District,"Unlawful Entry With Intent/Burglary, Break and Enter",72,395015,13000,Secondary (Year 7-15),1
73,Gore District,"Unlawful Entry With Intent/Burglary, Break and Enter",72,395015,13000,Secondary (Year 9-15),1
74,Grey District,Acts Intended to Cause Injury,108,361677,14200,Composite,1
74,Grey District,Acts Intended to Cause Injury,108,361677,14200,Full Primary,11
74,Grey District,Acts Intended to Cause Injury,108,361677,14200,Secondary (Year 9-15),2
75,Grey District,"Robbery, Extortion and Related Offences",3,361677,14200,Composite,1
75,Grey District,"Robbery, Extortion and Related Offences",3,361677,14200,Full Primary,11
75,Grey District,"Robbery, Extortion and Related Offences",3,361677,14200,Secondary (Year 9-15),2
76,Grey District,Sexual Assault and Related Offences,33,361677,14200,Composite,1
76,Grey District,Sexual Assault and Related Offences,33,361677,14200,Full Primary,11
76,Grey District,Sexual Assault and Related Offences,33,361677,14200,Secondary (Year 9-15),2
77,Grey District,Theft and Related Offences,166,361677,14200,Composite,1
77,Grey District,Theft and Related Offences,166,361677,14200,Full Primary,11
77,Grey District,Theft and Related Offences,166,361677,14200,Secondary (Year 9-15),2
78,Grey District,"Unlawful Entry With Intent/Burglary, Break and Enter",65,361677,14200,Composite,1
78,Grey District,"Unlawful Entry With Intent/Burglary, Break and Enter",65,361677,14200,Full Primary,11
78,Grey District,"Unlawful Entry With Intent/Burglary, Break and Enter",65,361677,14200,Secondary (Year 9-15),2
79,Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Composite,3
79,Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Contributing,22
79,Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Full Primary,12
79,Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Intermediate,4
79,Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Restricted Composite (Year 7-10),2
79,Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Secondary (Year 11-15),1
79,Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Secondary (Year 7-10),1
79,Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Secondary (Year 7-15),2
79,Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Secondary (Year 9-15),12
79,Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Special School,2
79,Hamilton City,"Abduction, Harassment and Other Related Offences Against a Person",18,800437,179900,Teen Parent Unit,1
80,Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Composite,3
80,Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Contributing,22
80,Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Full Primary,12
80,Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Intermediate,4
80,Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Restricted Composite (Year 7-10),2
80,Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Secondary (Year 11-15),1
80,Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Secondary (Year 7-10),1
80,Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Secondary (Year 7-15),2
80,Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Secondary (Year 9-15),12
80,Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Special School,2
80,Hamilton City,Acts Intended to Cause Injury,2260,800437,179900,Teen Parent Unit,1
81,Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Composite,3
81,Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Contributing,22
81,Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Full Primary,12
81,Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Intermediate,4
81,Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Restricted Composite (Year 7-10),2
81,Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Secondary (Year 11-15),1
81,Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Secondary (Year 7-10),1
81,Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Secondary (Year 7-15),2
81,Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Secondary (Year 9-15),12
81,Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Special School,2
81,Hamilton City,"Robbery, Extortion and Related Offences",210,800437,179900,Teen Parent Unit,1
82,Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Composite,3
82,Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Contributing,22
82,Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Full Primary,12
82,Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Intermediate,4
82,Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Restricted Composite (Year 7-10),2
82,Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Secondary (Year 11-15),1
82,Hamilton City,Sexual Assault and Related Offences,180,800437,179900,Secondary (Year 7-10),1
